caseid,female,palin,pid
30532,Female,Very Unfavorable,Democrat
30533,Female,Very Favorable,GOP
30534,Female,Somewhat Unfavorable,Democrat
30535,Male,Somewhat Unfavorable,Democrat
30536,Male,Very Favorable,GOP
30539,Male,Very Favorable,Independent
30541,Female,Very Favorable,GOP
30543,Female,Very Favorable,GOP
30544,Male,Very Favorable,GOP
30546,Male,Somewhat Favorable,Independent
30547,Female,Very Favorable,GOP
30549,Female,Very Unfavorable,Democrat
30551,Male,Very Favorable,GOP
30553,Female,Very Favorable,Independent
30554,Male,Somewhat Unfavorable,Democrat
30556,Female,Very Favorable,GOP
30557,Male,Somewhat Favorable,Democrat
30558,Female,Very Favorable,Independent
30560,Male,Somewhat Unfavorable,Independent
30561,Female,Somewhat Favorable,GOP
30562,Male,Somewhat Favorable,GOP
30563,Female,Somewhat Unfavorable,Democrat
30565,Male,Somewhat Unfavorable,Democrat
30566,Male,Very Unfavorable,Independent
30567,Male,Very Favorable,Independent
30570,Male,Very Favorable,GOP
30571,Male,Very Favorable,Independent
30572,Male,Very Unfavorable,Democrat
30573,Male,Somewhat Favorable,GOP
30574,Female,Somewhat Unfavorable,Democrat
30576,Female,Very Favorable,GOP
30578,Female,Somewhat Favorable,GOP
30580,Female,Somewhat Unfavorable,Independent
30581,Male,Very Favorable,Democrat
30582,Male,Very Favorable,Democrat
30585,Male,Very Favorable,Independent
30586,Female,Somewhat Unfavorable,Democrat
30587,Female,Very Unfavorable,Democrat
30588,Female,Somewhat Unfavorable,Independent
30589,Female,Very Favorable,GOP
30590,Male,Very Favorable,GOP
30591,Female,Very Unfavorable,Democrat
30593,Female,Somewhat Unfavorable,Independent
30594,Male,Very Unfavorable,Independent
30595,Male,Somewhat Unfavorable,Independent
30596,Female,Somewhat Favorable,Democrat
30597,Female,Somewhat Favorable,Independent
30600,Male,Very Favorable,GOP
30601,Female,Somewhat Unfavorable,Democrat
30602,Female,Somewhat Favorable,GOP
30603,Female,Very Favorable,GOP
30604,Male,Somewhat Unfavorable,Independent
30605,Male,Somewhat Favorable,GOP
30606,Female,Very Unfavorable,Democrat
30607,Female,Somewhat Favorable,Democrat
30608,Female,Very Favorable,GOP
30609,Female,Somewhat Favorable,Independent
30610,Male,Very Unfavorable,Democrat
30612,Female,Very Unfavorable,Democrat
30614,Male,Somewhat Unfavorable,Democrat
30615,Female,Very Favorable,GOP
30616,Female,Somewhat Favorable,Democrat
30617,Female,Very Favorable,GOP
30620,Male,Very Unfavorable,Independent
30621,Male,Very Favorable,Independent
30622,Female,Very Unfavorable,Democrat
30623,Female,Somewhat Favorable,GOP
30626,Male,Somewhat Favorable,GOP
30627,Male,Somewhat Unfavorable,Democrat
30629,Female,Very Favorable,GOP
30630,Male,Somewhat Unfavorable,Democrat
30631,Male,Very Unfavorable,Democrat
30632,Female,Somewhat Unfavorable,Democrat
30633,Female,Very Unfavorable,Democrat
30634,Male,Somewhat Favorable,Democrat
30636,Female,Very Unfavorable,GOP
30637,Female,Somewhat Favorable,GOP
30639,Female,Somewhat Favorable,Democrat
30640,Male,Somewhat Unfavorable,Independent
30641,Female,Very Unfavorable,Democrat
30642,Female,Very Favorable,Independent
30643,Male,Very Favorable,GOP
30644,Male,Somewhat Favorable,Independent
30645,Male,Very Favorable,GOP
30646,Male,Somewhat Favorable,Independent
30647,Female,Somewhat Unfavorable,Democrat
30649,Male,Somewhat Unfavorable,Democrat
30651,Male,Somewhat Favorable,Independent
30652,Female,Somewhat Favorable,Democrat
30653,Female,Somewhat Favorable,Democrat
30655,Female,Very Unfavorable,Independent
30656,Male,Somewhat Favorable,GOP
30657,Female,Somewhat Unfavorable,Independent
30658,Female,Somewhat Favorable,Independent
30659,Female,Somewhat Unfavorable,Democrat
30660,Female,Very Unfavorable,Democrat
30661,Male,Somewhat Unfavorable,GOP
30662,Female,Somewhat Unfavorable,Democrat
30663,Male,Somewhat Favorable,GOP
30664,Male,Somewhat Favorable,Independent
30665,Male,Very Favorable,Independent
30666,Male,Somewhat Favorable,GOP
30667,Female,Somewhat Favorable,Independent
30669,Female,Very Unfavorable,Democrat
30671,Male,Very Unfavorable,Democrat
30673,Male,Very Unfavorable,Independent
30675,Female,Somewhat Unfavorable,Independent
30677,Female,Very Favorable,Independent
30678,Male,Somewhat Favorable,Independent
30679,Male,Somewhat Favorable,Independent
30680,Male,Somewhat Favorable,GOP
30681,Male,Somewhat Unfavorable,Democrat
30682,Female,Very Favorable,Independent
30683,Male,Very Unfavorable,Democrat
30684,Male,Very Favorable,Independent
30685,Male,Very Unfavorable,Democrat
30686,Female,Somewhat Unfavorable,Independent
30688,Female,Very Favorable,GOP
30691,Female,Very Favorable,GOP
30692,Female,Somewhat Unfavorable,Democrat
30693,Female,Very Unfavorable,Democrat
30694,Female,Somewhat Favorable,Independent
30695,Male,Very Unfavorable,Independent
30696,Male,Very Unfavorable,Democrat
30697,Male,Very Favorable,GOP
30699,Female,Very Favorable,GOP
30704,Female,Very Unfavorable,Democrat
30705,Female,Somewhat Favorable,Democrat
30706,Male,Very Unfavorable,Democrat
30708,Female,Somewhat Unfavorable,Democrat
30709,Female,Very Unfavorable,Democrat
30710,Male,Somewhat Unfavorable,Democrat
30712,Female,Somewhat Favorable,GOP
30716,Female,Very Unfavorable,Independent
30717,Female,Very Favorable,Democrat
30720,Male,Very Favorable,Independent
30722,Male,Somewhat Favorable,GOP
30723,Male,Somewhat Favorable,Democrat
30724,Female,Very Unfavorable,Democrat
30725,Female,Somewhat Unfavorable,Democrat
30727,Male,Very Unfavorable,Democrat
30728,Female,Somewhat Favorable,Democrat
30730,Male,Very Unfavorable,Independent
30733,Female,Very Unfavorable,Democrat
30735,Male,Somewhat Favorable,Independent
30736,Female,Very Unfavorable,Independent
30738,Male,Somewhat Favorable,Independent
30739,Male,Very Favorable,GOP
30740,Male,Very Favorable,GOP
30741,Female,Very Unfavorable,Democrat
30742,Female,Somewhat Favorable,Democrat
30743,Female,Very Favorable,Independent
30744,Male,Somewhat Unfavorable,Democrat
30745,Female,Very Unfavorable,Democrat
30746,Female,Somewhat Favorable,Independent
30747,Female,Very Unfavorable,Democrat
30748,Female,Very Favorable,Independent
30749,Female,Somewhat Favorable,GOP
30750,Male,Very Favorable,Independent
30753,Male,Very Unfavorable,Democrat
30755,Female,Somewhat Unfavorable,Democrat
30759,Male,Very Favorable,GOP
30760,Female,Very Favorable,Independent
30761,Male,Very Unfavorable,Democrat
30762,Female,Very Favorable,GOP
30763,Male,Very Unfavorable,Independent
30766,Male,Somewhat Unfavorable,Democrat
30767,Female,Somewhat Favorable,Independent
30769,Female,Very Unfavorable,Independent
30770,Male,Somewhat Favorable,GOP
30771,Male,Somewhat Favorable,Democrat
30772,Male,Somewhat Favorable,GOP
30774,Female,Very Favorable,GOP
30776,Male,Very Favorable,GOP
30777,Female,Very Favorable,GOP
30779,Male,Very Favorable,Independent
30780,Male,Very Favorable,Democrat
30781,Female,Very Favorable,GOP
30782,Female,Somewhat Favorable,Independent
30783,Female,Very Favorable,Independent
30784,Female,Somewhat Favorable,GOP
30785,Female,Very Favorable,GOP
30786,Female,Somewhat Unfavorable,Independent
30789,Female,Very Unfavorable,Democrat
30791,Female,Very Favorable,GOP
30793,Male,Very Unfavorable,Democrat
30794,Male,Somewhat Favorable,Independent
30795,Male,Somewhat Unfavorable,Democrat
30798,Female,Very Favorable,GOP
30800,Female,Very Favorable,GOP
30802,Male,Very Unfavorable,Democrat
30803,Female,Very Unfavorable,Democrat
30804,Female,Very Unfavorable,Democrat
30806,Male,Very Unfavorable,Democrat
30807,Male,Very Favorable,Independent
30808,Female,Somewhat Favorable,GOP
30810,Female,Very Favorable,GOP
30811,Female,Very Favorable,Democrat
30812,Female,Somewhat Favorable,GOP
30813,Female,Somewhat Unfavorable,Democrat
30814,Male,Very Favorable,Independent
30816,Female,Somewhat Favorable,GOP
30817,Male,Somewhat Unfavorable,Democrat
30819,Female,Somewhat Favorable,Democrat
30820,Female,Somewhat Favorable,GOP
30821,Female,Somewhat Unfavorable,Independent
30822,Female,Very Favorable,GOP
30823,Female,Very Favorable,GOP
30824,Female,Very Unfavorable,Democrat
30825,Female,Very Favorable,GOP
30826,Female,Somewhat Unfavorable,Democrat
30828,Female,Very Favorable,GOP
30829,Female,Somewhat Favorable,Democrat
30830,Male,Somewhat Favorable,Independent
30831,Male,Very Favorable,GOP
30832,Male,Somewhat Favorable,GOP
30833,Female,Very Unfavorable,Democrat
30836,Female,Very Favorable,GOP
30837,Female,Very Unfavorable,Democrat
30840,Male,Very Unfavorable,Independent
30841,Male,Somewhat Favorable,GOP
30842,Male,Very Unfavorable,Democrat
30843,Male,Very Favorable,Independent
30844,Female,Very Favorable,Independent
30846,Female,Very Favorable,GOP
30847,Female,Somewhat Favorable,Independent
30848,Female,Somewhat Unfavorable,Independent
30849,Male,Somewhat Unfavorable,Democrat
30851,Female,Very Favorable,Independent
30852,Female,Somewhat Favorable,Democrat
30854,Male,Very Favorable,GOP
30856,Female,Somewhat Favorable,Democrat
30857,Female,Very Favorable,GOP
30859,Male,Very Favorable,GOP
30860,Female,Somewhat Favorable,Independent
30862,Male,Very Favorable,GOP
30863,Male,Somewhat Favorable,Independent
30864,Male,Very Favorable,GOP
30865,Male,Very Unfavorable,Independent
30867,Male,Somewhat Unfavorable,Democrat
30868,Male,Somewhat Favorable,GOP
30869,Male,Somewhat Favorable,Independent
30870,Female,Very Favorable,GOP
30874,Female,Very Favorable,GOP
30876,Male,Somewhat Unfavorable,Democrat
30877,Female,Somewhat Favorable,Democrat
30878,Female,Very Unfavorable,Democrat
30880,Female,Very Unfavorable,Democrat
30881,Male,Somewhat Unfavorable,Independent
30883,Female,Very Unfavorable,Democrat
30884,Male,Very Unfavorable,Democrat
30885,Male,Somewhat Favorable,Independent
30886,Female,Somewhat Favorable,Independent
30887,Male,Very Favorable,GOP
30888,Male,Somewhat Unfavorable,Independent
30889,Male,Very Favorable,Independent
30893,Female,Very Favorable,GOP
30894,Female,Very Unfavorable,Independent
30895,Female,Very Favorable,Independent
30896,Female,Very Unfavorable,Democrat
30897,Female,Somewhat Favorable,Independent
30898,Female,Somewhat Unfavorable,Democrat
30900,Female,Very Favorable,Democrat
30901,Female,Very Unfavorable,Democrat
30902,Male,Somewhat Unfavorable,GOP
30906,Female,Very Favorable,Independent
30908,Female,Somewhat Favorable,Independent
30909,Male,Very Unfavorable,Democrat
30911,Female,Somewhat Unfavorable,Independent
30912,Female,Very Favorable,Democrat
30913,Female,Somewhat Unfavorable,Independent
30914,Male,Very Unfavorable,Democrat
30915,Female,Somewhat Favorable,Democrat
30917,Female,Very Unfavorable,Democrat
30918,Male,Very Favorable,GOP
30919,Male,Somewhat Favorable,GOP
30921,Male,Very Favorable,GOP
30923,Female,Very Favorable,Independent
30924,Female,Somewhat Unfavorable,Democrat
30926,Female,Somewhat Favorable,Independent
30931,Female,Very Unfavorable,Democrat
30932,Male,Somewhat Unfavorable,Democrat
30934,Male,Very Unfavorable,Democrat
30936,Female,Somewhat Unfavorable,Democrat
30937,Male,Somewhat Favorable,Democrat
30938,Male,Somewhat Favorable,Democrat
30939,Male,Very Unfavorable,Independent
30941,Female,Somewhat Favorable,Democrat
30943,Female,Very Favorable,Democrat
30944,Female,Somewhat Unfavorable,GOP
30945,Female,Very Unfavorable,Democrat
30946,Female,Somewhat Unfavorable,Democrat
30947,Male,Somewhat Favorable,Democrat
30949,Female,Very Unfavorable,Democrat
30950,Female,Very Favorable,GOP
30951,Male,Very Favorable,GOP
30952,Male,Very Favorable,GOP
30955,Male,Very Favorable,GOP
30956,Male,Somewhat Favorable,Independent
30958,Male,Very Favorable,GOP
30960,Male,Very Unfavorable,Independent
30962,Female,Somewhat Favorable,Independent
30965,Male,Very Favorable,Independent
30968,Male,Somewhat Unfavorable,Democrat
30969,Female,Somewhat Favorable,Independent
30970,Male,Very Favorable,Independent
30971,Female,Very Favorable,GOP
30972,Female,Very Unfavorable,Democrat
30973,Male,Somewhat Favorable,GOP
30976,Female,Very Unfavorable,Democrat
30977,Female,Somewhat Favorable,Democrat
30978,Female,Very Favorable,GOP
30980,Female,Very Favorable,Independent
30981,Female,Somewhat Unfavorable,Democrat
30983,Male,Very Unfavorable,Democrat
30984,Female,Very Unfavorable,Independent
30985,Female,Very Unfavorable,Democrat
30986,Female,Very Unfavorable,Independent
30987,Female,Very Unfavorable,Independent
30988,Female,Very Unfavorable,Independent
30989,Female,Somewhat Unfavorable,Democrat
30990,Female,Somewhat Unfavorable,Independent
30991,Female,Somewhat Favorable,Democrat
30995,Female,Very Unfavorable,Democrat
30997,Female,Very Unfavorable,Independent
30998,Female,Somewhat Favorable,Independent
30999,Male,Somewhat Unfavorable,Independent
31000,Female,Somewhat Favorable,GOP
31002,Female,Very Unfavorable,Democrat
31005,Female,Somewhat Favorable,GOP
31006,Female,Very Favorable,GOP
31008,Male,Somewhat Favorable,GOP
31009,Female,Very Unfavorable,Democrat
31013,Male,Very Favorable,GOP
31014,Female,Somewhat Unfavorable,Independent
31015,Male,Somewhat Unfavorable,Democrat
31016,Male,Very Favorable,GOP
31018,Male,Very Favorable,GOP
31022,Female,Somewhat Favorable,Independent
31024,Male,Very Favorable,Independent
31025,Female,Somewhat Unfavorable,Democrat
31026,Male,Somewhat Favorable,Independent
31027,Male,Very Favorable,Independent
31028,Male,Very Unfavorable,Democrat
31029,Male,Very Favorable,GOP
31030,Male,Very Favorable,GOP
31031,Male,Somewhat Favorable,Independent
31032,Male,Somewhat Unfavorable,Democrat
31033,Male,Very Unfavorable,Democrat
31035,Female,Very Unfavorable,Democrat
31039,Male,Very Favorable,GOP
31040,Male,Very Unfavorable,GOP
31041,Male,Very Favorable,GOP
31042,Male,Very Unfavorable,Democrat
31043,Male,Very Favorable,GOP
31044,Male,Somewhat Favorable,GOP
31045,Male,Somewhat Favorable,GOP
31046,Male,Somewhat Unfavorable,Democrat
31049,Male,Somewhat Favorable,Independent
31050,Male,Very Favorable,GOP
31051,Male,Very Favorable,GOP
31052,Male,Very Favorable,GOP
31053,Female,Somewhat Unfavorable,Democrat
31054,Male,Somewhat Favorable,Independent
31056,Female,Very Unfavorable,Democrat
31057,Male,Very Favorable,GOP
31058,Male,Somewhat Favorable,GOP
31059,Male,Somewhat Favorable,GOP
31061,Male,Very Favorable,GOP
31062,Male,Very Favorable,GOP
31063,Female,Somewhat Unfavorable,GOP
31064,Female,Somewhat Unfavorable,Democrat
31067,Male,Very Favorable,Independent
31069,Male,Somewhat Favorable,Democrat
31070,Male,Very Favorable,GOP
31072,Male,Very Favorable,Democrat
31073,Male,Somewhat Favorable,Democrat
31074,Male,Very Favorable,Independent
31076,Male,Very Favorable,GOP
31077,Female,Very Favorable,Democrat
31078,Female,Very Unfavorable,Democrat
31080,Male,Somewhat Favorable,GOP
31081,Male,Very Unfavorable,Democrat
31082,Male,Somewhat Favorable,GOP
31083,Male,Very Unfavorable,Democrat
31085,Male,Very Favorable,GOP
31086,Female,Very Unfavorable,Independent
31088,Male,Very Favorable,Independent
31089,Female,Very Favorable,GOP
31090,Female,Somewhat Favorable,GOP
31091,Female,Somewhat Favorable,GOP
31092,Male,Very Favorable,GOP
31097,Male,Very Favorable,GOP
31098,Male,Somewhat Unfavorable,Democrat
31099,Male,Very Unfavorable,Democrat
31100,Male,Very Unfavorable,Independent
31101,Male,Very Unfavorable,Democrat
31105,Female,Very Favorable,Independent
31106,Female,Very Unfavorable,Democrat
31107,Female,Very Unfavorable,Democrat
31111,Female,Somewhat Favorable,Independent
31113,Male,Very Favorable,GOP
31114,Female,Somewhat Favorable,Independent
31116,Female,Very Favorable,GOP
31118,Female,Very Favorable,Independent
31121,Male,Somewhat Favorable,GOP
31122,Female,Somewhat Unfavorable,Democrat
31125,Female,Somewhat Favorable,Independent
31126,Female,Somewhat Favorable,Independent
31128,Male,Somewhat Unfavorable,Democrat
31129,Female,Somewhat Favorable,Democrat
31132,Female,Very Unfavorable,Democrat
31133,Female,Somewhat Unfavorable,Democrat
31134,Female,Very Favorable,GOP
31138,Female,Somewhat Unfavorable,Independent
31140,Male,Very Favorable,Democrat
31141,Female,Somewhat Favorable,GOP
31142,Female,Very Favorable,GOP
31143,Female,Somewhat Unfavorable,GOP
31144,Male,Somewhat Favorable,Democrat
31145,Female,Very Unfavorable,Democrat
31148,Male,Somewhat Unfavorable,Democrat
31149,Male,Very Favorable,GOP
31151,Male,Somewhat Favorable,GOP
31152,Male,Very Favorable,Independent
31153,Male,Somewhat Favorable,GOP
31157,Female,Somewhat Unfavorable,Independent
31164,Female,Very Favorable,GOP
31165,Female,Somewhat Favorable,Independent
31166,Female,Somewhat Favorable,GOP
31170,Male,Somewhat Favorable,GOP
31172,Female,Somewhat Unfavorable,Democrat
31173,Male,Somewhat Favorable,Democrat
31174,Female,Somewhat Favorable,GOP
31175,Female,Very Favorable,Independent
31177,Male,Somewhat Unfavorable,Democrat
31178,Female,Somewhat Unfavorable,Independent
31179,Male,Somewhat Favorable,Democrat
31180,Male,Very Unfavorable,Democrat
31184,Female,Somewhat Favorable,GOP
31185,Female,Somewhat Unfavorable,Democrat
31186,Female,Very Unfavorable,Democrat
31187,Male,Very Unfavorable,Democrat
31190,Female,Very Unfavorable,Democrat
31191,Male,Very Unfavorable,Democrat
31192,Male,Very Unfavorable,Independent
31198,Male,Very Favorable,GOP
31199,Male,Very Unfavorable,Democrat
31200,Female,Somewhat Unfavorable,Democrat
31201,Female,Somewhat Unfavorable,Independent
31202,Female,Somewhat Favorable,GOP
31203,Female,Very Favorable,GOP
31204,Male,Very Unfavorable,Democrat
31205,Male,Very Favorable,GOP
31207,Female,Very Unfavorable,Independent
31208,Female,Somewhat Unfavorable,Democrat
31211,Male,Very Favorable,Independent
31213,Female,Very Unfavorable,Democrat
31214,Male,Somewhat Unfavorable,Independent
31215,Female,Somewhat Unfavorable,Independent
31216,Female,Somewhat Favorable,GOP
31217,Male,Very Unfavorable,Democrat
31218,Male,Very Favorable,GOP
31219,Female,Very Unfavorable,Democrat
31220,Female,Somewhat Unfavorable,Democrat
31221,Female,Very Unfavorable,Democrat
31222,Female,Very Favorable,GOP
31223,Female,Somewhat Favorable,Democrat
31228,Female,Very Favorable,Independent
31230,Female,Very Unfavorable,Independent
31234,Female,Very Favorable,Independent
31236,Male,Very Favorable,Independent
31239,Female,Somewhat Unfavorable,Democrat
31241,Male,Very Favorable,GOP
31243,Male,Very Favorable,GOP
31245,Female,Very Unfavorable,Democrat
31246,Female,Very Favorable,GOP
31249,Female,Somewhat Favorable,Independent
31254,Female,Very Favorable,GOP
31255,Female,Somewhat Unfavorable,Democrat
31257,Male,Very Favorable,GOP
31258,Female,Somewhat Favorable,Democrat
31259,Female,Somewhat Favorable,Independent
31260,Male,Very Unfavorable,Democrat
31261,Male,Very Favorable,Democrat
31267,Male,Very Favorable,GOP
31268,Male,Very Favorable,Independent
31270,Male,Somewhat Unfavorable,Independent
31271,Male,Very Favorable,GOP
31272,Male,Somewhat Favorable,Independent
31273,Female,Somewhat Favorable,Democrat
31275,Male,Very Favorable,Independent
31277,Male,Very Favorable,Independent
31281,Male,Somewhat Favorable,GOP
31283,Female,Somewhat Unfavorable,Democrat
31284,Female,Somewhat Unfavorable,Democrat
31289,Male,Very Unfavorable,Independent
31290,Female,Very Unfavorable,Democrat
31293,Male,Very Favorable,GOP
31295,Female,Very Unfavorable,Democrat
31296,Female,Somewhat Favorable,GOP
31297,Male,Somewhat Favorable,Independent
31298,Male,Somewhat Unfavorable,Independent
31299,Male,Somewhat Unfavorable,Democrat
31300,Female,Very Unfavorable,Democrat
31302,Male,Very Favorable,Independent
31304,Male,Very Unfavorable,Independent
31307,Female,Somewhat Unfavorable,Democrat
31309,Female,Very Favorable,GOP
31313,Female,Somewhat Favorable,Democrat
31315,Female,Very Unfavorable,Democrat
31317,Male,Very Favorable,GOP
31318,Female,Very Favorable,Independent
31319,Female,Very Unfavorable,Democrat
31321,Female,Very Unfavorable,Democrat
31322,Male,Very Favorable,GOP
31323,Female,Very Favorable,GOP
31324,Male,Somewhat Favorable,GOP
31327,Female,Very Unfavorable,Democrat
31329,Female,Very Unfavorable,Democrat
31330,Female,Very Unfavorable,Democrat
31331,Female,Somewhat Unfavorable,Democrat
31332,Female,Somewhat Unfavorable,Democrat
31334,Female,Very Unfavorable,Democrat
31338,Male,Somewhat Favorable,GOP
31340,Female,Somewhat Favorable,Independent
31341,Male,Somewhat Favorable,Independent
31343,Female,Somewhat Favorable,Democrat
31344,Female,Very Favorable,Independent
31345,Female,Very Unfavorable,Democrat
31346,Male,Very Favorable,GOP
31347,Female,Very Unfavorable,Democrat
31348,Male,Very Unfavorable,Democrat
31349,Female,Somewhat Favorable,GOP
31350,Female,Very Unfavorable,Democrat
31351,Female,Very Unfavorable,Independent
31353,Female,Somewhat Unfavorable,Democrat
31354,Male,Very Unfavorable,Democrat
31355,Male,Very Favorable,GOP
31356,Male,Very Unfavorable,Democrat
31359,Female,Somewhat Favorable,Independent
31362,Female,Very Favorable,GOP
31363,Male,Somewhat Unfavorable,Democrat
31364,Male,Somewhat Favorable,GOP
31365,Male,Very Favorable,Independent
31366,Male,Very Favorable,Independent
31367,Male,Somewhat Unfavorable,Democrat
31368,Female,Very Favorable,GOP
31369,Male,Somewhat Unfavorable,Independent
31370,Female,Somewhat Unfavorable,GOP
31371,Female,Very Favorable,GOP
31374,Female,Very Unfavorable,Democrat
31376,Male,Very Unfavorable,Democrat
31378,Female,Very Favorable,Independent
31380,Female,Very Favorable,GOP
31381,Female,Very Unfavorable,Democrat
31382,Female,Very Favorable,GOP
31383,Male,Very Unfavorable,Democrat
31384,Male,Very Unfavorable,Independent
31385,Female,Very Favorable,Democrat
31386,Male,Somewhat Favorable,GOP
31387,Male,Very Favorable,GOP
31388,Female,Somewhat Favorable,GOP
31390,Female,Very Favorable,GOP
31391,Female,Very Unfavorable,Democrat
31393,Male,Somewhat Favorable,Independent
31394,Female,Very Favorable,Democrat
31395,Female,Very Favorable,GOP
31396,Female,Very Unfavorable,Democrat
31397,Female,Very Unfavorable,Democrat
31398,Female,Somewhat Favorable,GOP
31399,Female,Very Favorable,GOP
31401,Female,Somewhat Unfavorable,Independent
31402,Female,Very Unfavorable,Independent
31403,Male,Somewhat Unfavorable,Democrat
31404,Male,Very Favorable,GOP
31405,Male,Somewhat Unfavorable,Independent
31406,Male,Very Favorable,Independent
31407,Female,Somewhat Unfavorable,Independent
31409,Male,Somewhat Favorable,GOP
31411,Female,Very Unfavorable,Independent
31414,Female,Very Unfavorable,Democrat
31416,Female,Very Favorable,Independent
31417,Female,Very Favorable,Democrat
31418,Male,Very Unfavorable,Democrat
31419,Female,Very Unfavorable,Democrat
31420,Male,Very Unfavorable,Democrat
31421,Male,Very Unfavorable,Democrat
31422,Male,Very Unfavorable,Independent
31423,Male,Very Unfavorable,Democrat
31425,Female,Very Unfavorable,Democrat
31426,Female,Very Unfavorable,GOP
31432,Male,Very Unfavorable,Democrat
31433,Female,Somewhat Unfavorable,Democrat
31434,Female,Very Unfavorable,Democrat
31437,Male,Very Favorable,Independent
31438,Female,Very Unfavorable,Democrat
31439,Male,Very Favorable,Independent
31440,Male,Very Unfavorable,Democrat
31442,Male,Very Unfavorable,Independent
31444,Male,Very Favorable,Independent
31445,Female,Very Unfavorable,Democrat
31446,Female,Very Favorable,GOP
31448,Female,Very Favorable,GOP
31449,Male,Very Unfavorable,Democrat
31452,Male,Very Unfavorable,Democrat
31453,Female,Very Favorable,GOP
31454,Male,Somewhat Favorable,Democrat
31455,Female,Very Unfavorable,Democrat
31457,Female,Very Unfavorable,Democrat
31459,Female,Somewhat Favorable,GOP
31461,Male,Somewhat Favorable,GOP
31463,Female,Very Favorable,Independent
31465,Female,Very Favorable,GOP
31468,Male,Somewhat Favorable,Independent
31469,Female,Very Favorable,GOP
31470,Female,Very Favorable,GOP
31471,Male,Somewhat Unfavorable,GOP
31473,Female,Somewhat Unfavorable,Democrat
31474,Male,Very Unfavorable,Democrat
31476,Male,Very Unfavorable,Democrat
31477,Male,Very Unfavorable,Democrat
31478,Male,Very Unfavorable,Democrat
31479,Female,Very Unfavorable,Democrat
31480,Female,Somewhat Favorable,Democrat
31481,Female,Very Favorable,GOP
31483,Female,Somewhat Favorable,Independent
31484,Male,Very Favorable,Independent
31486,Male,Very Unfavorable,Independent
31487,Female,Very Favorable,GOP
31488,Female,Very Favorable,GOP
31489,Female,Somewhat Favorable,GOP
31490,Female,Very Favorable,Democrat
31493,Female,Somewhat Favorable,Independent
31495,Female,Somewhat Favorable,Independent
31496,Male,Very Favorable,Independent
31497,Female,Very Favorable,GOP
31498,Male,Very Unfavorable,Democrat
31499,Female,Very Unfavorable,Democrat
31503,Male,Very Unfavorable,Democrat
31504,Female,Very Favorable,Democrat
31505,Female,Very Favorable,GOP
31506,Female,Somewhat Unfavorable,Democrat
31509,Male,Somewhat Favorable,Independent
31510,Male,Very Favorable,Independent
31511,Female,Very Unfavorable,Democrat
31514,Male,Very Favorable,GOP
31515,Female,Very Favorable,GOP
31516,Female,Somewhat Unfavorable,Democrat
31517,Female,Somewhat Favorable,GOP
31520,Female,Somewhat Favorable,GOP
31521,Female,Very Unfavorable,Democrat
31522,Male,Very Favorable,GOP
31526,Female,Somewhat Favorable,Democrat
31527,Female,Very Unfavorable,Democrat
31530,Female,Very Unfavorable,Democrat
31531,Female,Very Favorable,GOP
31532,Male,Very Favorable,GOP
31534,Female,Very Unfavorable,Democrat
31535,Female,Somewhat Unfavorable,Independent
31536,Male,Somewhat Favorable,GOP
31537,Female,Very Favorable,GOP
31538,Female,Very Unfavorable,Democrat
31540,Male,Very Favorable,GOP
31543,Female,Very Unfavorable,Democrat
31546,Male,Somewhat Favorable,GOP
31549,Female,Very Favorable,GOP
31551,Female,Somewhat Unfavorable,Democrat
31554,Female,Somewhat Unfavorable,Independent
31556,Female,Very Favorable,GOP
31558,Female,Very Favorable,GOP
31559,Male,Somewhat Favorable,Democrat
31560,Female,Somewhat Unfavorable,Democrat
31561,Female,Very Unfavorable,Democrat
31563,Female,Very Favorable,Independent
31564,Female,Somewhat Favorable,GOP
31565,Female,Very Unfavorable,Democrat
31568,Male,Somewhat Favorable,Independent
31569,Male,Very Favorable,Independent
31570,Female,Somewhat Unfavorable,Democrat
31571,Male,Very Favorable,GOP
31572,Female,Very Favorable,Independent
31574,Female,Very Favorable,Independent
31575,Female,Very Favorable,GOP
31577,Female,Very Favorable,GOP
31580,Male,Very Favorable,Independent
31581,Female,Somewhat Unfavorable,Independent
31582,Female,Somewhat Favorable,Democrat
31583,Female,Very Unfavorable,Democrat
31584,Male,Very Unfavorable,Democrat
31585,Male,Very Favorable,Independent
31586,Male,Somewhat Unfavorable,Democrat
31587,Male,Somewhat Unfavorable,Democrat
31590,Male,Very Favorable,GOP
31591,Male,Very Favorable,Democrat
31592,Female,Somewhat Favorable,Independent
31594,Male,Very Unfavorable,Democrat
31595,Male,Very Favorable,GOP
31596,Male,Very Favorable,GOP
31597,Female,Very Favorable,GOP
31600,Female,Very Unfavorable,Democrat
31602,Female,Very Favorable,Independent
31603,Male,Very Favorable,GOP
31605,Female,Very Favorable,GOP
31606,Male,Very Unfavorable,Democrat
31608,Male,Very Favorable,GOP
31609,Female,Very Unfavorable,Democrat
31611,Female,Very Unfavorable,GOP
31612,Male,Very Unfavorable,Independent
31613,Male,Somewhat Favorable,Independent
31614,Female,Somewhat Unfavorable,Democrat
31615,Male,Somewhat Unfavorable,Democrat
31616,Female,Very Favorable,Independent
31617,Male,Very Unfavorable,Independent
31618,Female,Very Unfavorable,Democrat
31621,Male,Somewhat Unfavorable,Democrat
31622,Male,Very Favorable,GOP
31623,Male,Somewhat Favorable,GOP
