dyadid,ccode1,ccode2,year,cap_1,cap_2,alliance,democ1,democ2,autoc1,autoc2,dem1,dem2,distance,dyaddur,ongoing,mid,hostlev1,hostlev2,midnum,durat,capratio,allies,jointdem,_st,_d,_t,_t0,discount,strat6,surv,haz,haz0,haz1,haz2,haz3,haz4
20235,20,235,1968,.013286,.0026110001,1,10,0,0,9,10,-9,3351,48,0,0,0,0,0,49,.83575517,1,-9,1,0,49,0,0,0,.991266896587041,,,,,,
20260,20,260,1968,.013286,.035746001,1,10,10,0,0,10,10,3639,13,0,0,0,0,0,14,.72903413,1,10,1,0,14,0,0,0,.9959794609137577,,,,,,
20265,20,265,1968,.013286,.0088710003,4,10,0,0,9,10,-9,3654,14,0,0,0,0,0,15,.59962994,0,-9,1,0,15,0,0,0,.9958884908456452,,,,,,
20290,20,290,1968,.013286,.014085,4,10,0,0,7,10,-7,4090,23,0,0,0,0,0,44,.51459575,0,-7,1,0,44,0,0,0,.991917353823413,,,,,,
20305,20,305,1968,.013286,.003207,4,10,10,0,0,10,10,4085,13,0,0,0,0,0,33,.80555385,0,10,1,0,33,0,0,0,.9931807318609199,,,,,,
20310,20,310,1968,.013286,.0042409999,4,10,0,0,7,10,-7,4215,48,0,0,0,0,0,45,.75803047,0,-7,1,0,45,0,0,0,.9917291880935604,,,,,,
20315,20,315,1968,.013286,.010217,4,10,,0,,10,,3941,23,0,0,0,0,0,44,.56528956,0,,1,0,44,0,0,0,,,,,,,
20325,20,325,1968,.013286,.020675,1,10,10,0,0,10,10,4185,48,0,0,0,0,0,46,.60878652,1,10,1,0,46,0,0,0,.9916560221671965,,,,,,
20338,20,338,1968,.013286,.000037999998,4,10,,0,,10,,4527,4,0,0,0,0,0,5,.99714798,0,,1,0,5,0,0,0,,,,,,,
20339,20,339,1968,.013286,.00062800001,4,10,0,0,9,10,-9,4509,24,0,0,0,0,0,45,.95486557,0,-9,1,0,45,0,0,0,.9917291880935604,,,,,,
20345,20,345,1968,.013286,.0050670002,4,10,0,0,7,10,-7,4382,24,0,0,0,0,0,47,.72391433,0,-7,1,0,47,0,0,0,.991505010997567,,,,,,
20350,20,350,1968,.013286,.0026,1,10,0,0,7,10,-7,4817,24,0,0,0,0,0,47,.83633387,1,-7,1,0,47,0,0,0,.991505010997567,,,,,,
20352,20,352,1968,.013286,.000062999999,4,10,7,0,0,10,7,5334,8,0,0,0,0,0,9,.99528056,0,7,1,0,9,0,0,0,.9967969348203639,,,,,,
20355,20,355,1968,.013286,.0034640001,4,10,0,0,7,10,-7,4585,48,0,0,0,0,0,46,.79319406,0,-7,1,0,46,0,0,0,.9916560221671965,,,,,,
20360,20,360,1968,.013286,.006945,4,10,0,0,7,10,-7,4611,48,0,0,0,0,0,46,.65671492,0,-7,1,0,46,0,0,0,.9916560221671965,,,,,,
20365,20,365,1968,.013286,.163422,4,10,0,0,7,10,-7,4452,48,0,0,0,0,0,49,.92481381,0,-7,1,0,49,0,0,0,.991266896587041,,,,,,
20375,20,375,1968,.013286,.001595,4,10,10,0,0,10,10,3902,48,0,0,0,0,0,46,.89281636,0,10,1,0,46,0,0,0,.9916560221671965,,,,,,
20380,20,380,1968,.013286,.0051409998,4,10,10,0,0,10,10,3728,48,0,0,0,0,0,49,.72100723,0,10,1,0,49,0,0,0,.991266896587041,,,,,,
20385,20,385,1968,.013286,.001939,1,10,10,0,0,10,10,3482,23,0,0,0,0,0,45,.87264371,1,10,1,0,45,0,0,0,.9917291880935604,,,,,,
20390,20,390,1968,.013286,.001958,1,10,10,0,0,10,10,3674,23,0,0,0,0,0,45,.87155604,1,10,1,0,45,0,0,0,.9917291880935604,,,,,,
20395,20,395,1968,.013286,.000036000001,1,10,10,0,0,10,10,2401,24,0,0,0,0,0,25,.9972977,1,10,1,0,25,0,0,0,.9942975248311444,,,,,,
20411,20,411,1968,.013286,.000015,4,10,,0,,10,,5772,0,0,0,0,0,0,1,.99887228,0,,1,0,1,0,0,0,,,,,,,
20420,20,420,1968,.013286,.000021,4,10,10,0,0,10,10,4076,3,0,0,0,0,0,4,.99842191,0,10,1,0,4,0,0,0,.9980678165950512,,,,,,
20432,20,432,1968,.013286,.00033400001,4,10,0,0,7,10,-7,4525,8,0,0,0,0,0,9,.97547722,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20433,20,433,1968,.013286,.00043300001,4,10,0,0,7,10,-7,3976,8,0,0,0,0,0,9,.96843791,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20434,20,434,1968,.013286,.000182,4,10,0,0,7,10,-7,5339,8,0,0,0,0,0,9,.98648649,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20435,20,435,1968,.013286,.000073000003,4,10,0,0,7,10,-7,3882,8,0,0,0,0,0,9,.99453551,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20436,20,436,1968,.013286,.000193,4,10,0,0,7,10,-7,4973,8,0,0,0,0,0,9,.98568141,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20437,20,437,1968,.013286,.000379,4,10,0,0,9,10,-9,4941,8,0,0,0,0,0,9,.97226489,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
20438,20,438,1968,.013286,.00030300001,4,10,0,0,9,10,-9,4406,10,0,0,0,0,0,11,.97770256,0,-9,1,0,11,0,0,0,.9964305812357573,,,,,,
20439,20,439,1968,.013286,.00026599999,4,10,0,0,7,10,-7,4852,8,0,0,0,0,0,9,.98037189,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20450,20,450,1968,.013286,.000102,4,10,0,0,6,10,-6,4704,48,0,0,0,0,0,49,.99238122,0,-6,1,0,49,0,0,0,.991266896587041,,,,,,
20451,20,451,1968,.013286,.000185,4,10,4,0,2,10,2,4479,7,0,0,0,0,0,8,.98626679,0,2,1,0,8,0,0,0,.9970003914480851,,,,,,
20452,20,452,1968,.013286,.00077799999,4,10,0,0,7,10,-7,5248,11,0,0,0,0,0,12,.94468147,0,-7,1,0,12,0,0,0,.9962113820646448,,,,,,
20461,20,461,1968,.013286,.00013499999,4,10,0,0,7,10,-7,5288,8,0,0,0,0,0,9,.98994112,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20471,20,471,1968,.013286,.00046400001,4,10,0,0,7,10,-7,5900,8,0,0,0,0,0,9,.96625453,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20475,20,475,1968,.013286,.0046470002,4,10,0,0,7,10,-7,5429,8,0,0,0,0,0,9,.74086881,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20481,20,481,1968,.013286,.000065,4,10,0,0,7,10,-7,5970,8,0,0,0,0,0,9,.99513143,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20482,20,482,1968,.013286,.00012899999,4,10,0,0,9,10,-9,6217,8,0,0,0,0,0,9,.99038392,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
20483,20,483,1968,.013286,.000214,4,10,0,0,9,10,-9,5666,8,0,0,0,0,0,9,.98414814,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
20484,20,484,1968,.013286,.00017,4,10,0,0,7,10,-7,6482,8,0,0,0,0,0,9,.98736626,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
20490,20,490,1968,.013286,.001963,4,10,0,0,9,10,-9,6485,8,0,0,0,0,0,9,.87127024,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
20500,20,500,1968,.013286,.000558,4,10,0,0,6,10,-6,7088,6,0,0,0,0,0,7,.95969373,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
20501,20,501,1968,.013286,.00076299999,4,10,3,0,3,10,0,7368,5,0,0,0,0,0,6,.9456901,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
20510,20,510,1968,.013286,.00073000003,4,10,0,0,7,10,-7,7763,7,0,0,0,0,0,8,.94791669,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
20516,20,516,1968,.013286,.000176,4,10,0,0,7,10,-7,7120,6,0,0,0,0,0,7,.98692614,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
20517,20,517,1968,.013286,.00017699999,4,10,1,0,6,10,-5,7082,6,0,0,0,0,0,7,.98685288,0,-5,1,0,7,0,0,0,.9972464599966172,,,,,,
20520,20,520,1968,.013286,.000239,4,10,7,0,0,10,7,7584,8,0,0,0,0,0,9,.98232901,0,7,1,0,9,0,0,0,.9967969348203639,,,,,,
20530,20,530,1968,.013286,.001754,4,10,0,0,9,10,-9,6920,27,0,0,0,0,0,45,.88337767,0,-9,1,0,45,0,0,0,.9917291880935604,,,,,,
20551,20,551,1968,.013286,.000485,4,10,3,0,3,10,0,7653,4,0,0,0,0,0,5,.96478105,0,0,1,0,5,0,0,0,.9977041886732689,,,,,,
20552,20,552,1968,.013286,.00059000001,4,10,7,0,3,10,4,7901,3,0,0,0,0,0,4,.95748055,0,4,1,0,4,0,0,0,.9980678165950512,,,,,,
20553,20,553,1968,.013286,.000252,4,10,0,0,9,10,-9,7852,4,0,0,0,0,0,5,.98138571,0,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
20560,20,560,1968,.013286,.005663,4,10,7,0,3,10,4,8882,48,0,0,0,0,0,49,.70114517,0,4,1,0,49,0,0,0,.991266896587041,,,,,,
20570,20,570,1968,.013286,.000058000001,4,10,9,0,0,10,9,8246,2,0,0,0,0,0,3,.99565345,0,9,1,0,3,0,0,0,.9984837400819305,,,,,,
20571,20,571,1968,.013286,.000032,4,10,10,0,0,10,10,7966,2,0,0,0,0,0,3,.99759722,0,10,1,0,3,0,0,0,.9984837400819305,,,,,,
20572,20,572,1968,.013286,.000023000001,4,10,3,0,3,10,0,8290,0,0,0,0,0,0,1,.99827182,0,0,1,0,1,0,0,0,.9998979006195441,,,,,,
20580,20,580,1968,.013286,.000443,4,10,2,0,4,10,-2,8727,8,0,0,0,0,0,9,.96773255,0,-2,1,0,9,0,0,0,.9967969348203639,,,,,,
20590,20,590,1968,.013286,.000078999998,4,10,9,0,0,10,9,9278,0,0,0,0,0,0,1,.99408907,0,9,1,0,1,0,0,0,.9998979006195441,,,,,,
20600,20,600,1968,.013286,.002073,4,10,0,0,9,10,-9,3633,12,0,0,0,0,0,13,.86503029,0,-9,1,0,13,0,0,0,.9961074757884542,,,,,,
20615,20,615,1968,.013286,.001786,4,10,0,0,9,10,-9,3982,6,0,0,0,0,0,7,.88150215,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
20616,20,616,1968,.013286,.00059499999,4,10,0,0,9,10,-9,4299,12,0,0,0,0,0,13,.95713568,0,-9,1,0,13,0,0,0,.9961074757884542,,,,,,
20620,20,620,1968,.013286,.00031800001,4,10,0,0,7,10,-7,4601,17,0,0,0,0,0,18,.97662455,0,-7,1,0,18,0,0,0,.9954508326042074,,,,,,
20625,20,625,1968,.013286,.001018,4,10,8,0,1,10,7,6304,12,0,0,0,0,0,13,.9288311,0,7,1,0,13,0,0,0,.9961074757884542,,,,,,
20630,20,630,1968,.013286,.005351,4,10,0,0,10,10,-10,5943,48,0,0,0,0,0,49,.712883,0,-10,1,0,49,0,0,0,.991266896587041,,,,,,
20640,20,640,1968,.013286,.0082430001,1,10,9,0,0,10,9,5076,48,0,0,0,0,0,49,.6171211,1,9,1,0,49,0,0,0,.991266896587041,,,,,,
20645,20,645,1968,.013286,.002234,4,10,0,0,7,10,-7,5838,36,0,0,0,0,0,37,.85605669,0,-7,1,0,37,0,0,0,.9927890535603999,,,,,,
20651,20,651,1968,.013286,.0071450002,4,10,0,0,7,10,-7,5509,31,0,0,0,0,0,32,.65028632,0,-7,1,0,32,0,0,0,.9933662918421481,,,,,,
20652,20,652,1968,.013286,.0014299999,4,10,0,0,7,10,-7,5532,7,0,0,0,0,0,21,.90282685,0,-7,1,0,21,0,0,0,.9950392586864312,,,,,,
20660,20,660,1968,.013286,.00044900001,4,10,4,0,2,10,2,5482,22,0,0,0,0,0,23,.96730977,0,2,1,0,23,0,0,0,.994570346214722,,,,,,
20663,20,663,1968,.013286,.00074599998,4,10,0,0,9,10,-9,5598,22,0,0,0,0,0,23,.94683582,0,-9,1,0,23,0,0,0,.994570346214722,,,,,,
20666,20,666,1968,.013286,.00153,4,10,9,0,0,10,9,5581,20,0,0,0,0,0,21,.89673328,0,9,1,0,21,0,0,0,.9950392586864312,,,,,,
20670,20,670,1968,.013286,.001312,4,10,0,0,10,10,-10,6404,41,0,0,0,0,0,42,.91012466,0,-10,1,0,42,0,0,0,.992115377676832,,,,,,
20678,20,678,1968,.013286,.00034200001,4,10,0,0,3,10,-3,6817,42,0,0,0,0,0,43,.9749046,0,-3,1,0,43,0,0,0,.9919400491405532,,,,,,
20680,20,680,1968,.013286,.000189,4,10,0,0,5,10,-5,6991,1,0,0,0,0,0,2,.98597401,0,-5,1,0,2,0,0,0,.9991033134220149,,,,,,
20690,20,690,1968,.013286,.000275,4,10,0,0,9,10,-9,6183,7,0,0,0,0,0,8,.97972125,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
20700,20,700,1968,.013286,.001402,4,10,0,0,7,10,-7,6500,48,0,0,0,0,0,49,.90454793,0,-7,1,0,49,0,0,0,.991266896587041,,,,,,
20710,20,710,1968,.013286,.108571,4,10,0,0,9,10,-9,6498,48,0,0,0,0,0,46,.89097059,0,-9,1,0,46,0,0,0,.9916560221671965,,,,,,
20712,20,712,1968,.013286,.00039999999,4,10,0,0,7,10,-7,5992,47,0,0,0,0,0,48,.97077304,0,-7,1,0,48,0,0,0,.991401047183066,,,,,,
20713,20,713,1968,.013286,.0061670002,4,10,0,0,8,10,-8,7456,19,0,0,0,0,0,20,.68297946,0,-8,1,0,20,0,0,0,.995146826681116,,,,,,
20731,20,731,1968,.013286,.0056250002,4,10,0,0,9,10,-9,6459,20,0,0,0,0,0,18,.70255405,0,-9,1,0,18,0,0,0,.9954508326042074,,,,,,
20732,20,732,1968,.013286,.0093489997,4,10,1,0,4,10,-3,6538,19,0,0,0,0,0,20,.58696711,0,-3,1,0,20,0,0,0,.995146826681116,,,,,,
20740,20,740,1968,.013286,.04989,4,10,10,0,0,10,10,6417,16,0,0,0,0,0,39,.7896986,0,10,1,0,39,0,0,0,.992544890568525,,,,,,
20750,20,750,1968,.013286,.051229,4,10,9,0,0,10,9,7053,21,0,0,0,0,0,22,.79406339,0,9,1,0,22,0,0,0,.9948146917614744,,,,,,
20770,20,770,1968,.013286,.01163,4,10,4,0,1,10,3,6640,21,0,0,0,0,0,22,.53323168,0,3,1,0,22,0,0,0,.9948146917614744,,,,,,
20775,20,775,1968,.013286,.0027650001,4,10,0,0,7,10,-7,8117,20,0,0,0,0,0,21,.82773656,0,-7,1,0,21,0,0,0,.9950392586864312,,,,,,
20780,20,780,1968,.013286,.00088100001,4,10,7,0,0,10,7,8524,20,0,0,0,0,0,21,.93781322,0,7,1,0,21,0,0,0,.9950392586864312,,,,,,
20781,20,781,1968,.013286,6.0000002e-06,4,10,,0,,10,,8540,3,0,0,0,0,0,4,.99954861,0,,1,0,4,0,0,0,,,,,,,
20790,20,790,1968,.013286,.00066000002,4,10,0,0,9,10,-9,7252,48,0,0,0,0,0,49,.95267463,0,-9,1,0,49,0,0,0,.991266896587041,,,,,,
20800,20,800,1968,.013286,.0037140001,4,10,,0,,10,,8350,48,0,0,0,0,0,49,.78152943,0,,1,0,49,0,0,0,,,,,,,
20811,20,811,1968,.013286,.001075,4,10,0,0,9,10,-9,8509,15,0,0,0,0,0,16,.92514449,0,-9,1,0,16,0,0,0,.9957211717258936,,,,,,
20812,20,812,1968,.013286,.00087799999,4,10,,0,,10,,8064,15,0,0,0,0,0,16,.93801188,0,,1,0,16,0,0,0,,,,,,,
20816,20,816,1968,.013286,.0051279999,4,10,0,0,8,10,-8,7852,14,0,0,0,0,0,15,.72151625,0,-8,1,0,15,0,0,0,.9958884908456452,,,,,,
20817,20,817,1968,.013286,.0072269998,4,10,1,0,4,10,-3,8562,14,0,0,0,0,0,15,.64768684,0,-3,1,0,15,0,0,0,.9958884908456452,,,,,,
20820,20,820,1968,.013286,.001305,4,10,10,0,0,10,10,9085,11,0,0,0,0,0,12,.91056132,0,10,1,0,12,0,0,0,.9962113820646448,,,,,,
20830,20,830,1968,.013286,.00072399998,4,10,2,0,4,10,-2,9219,3,0,0,0,0,0,4,.94832265,0,-2,1,0,4,0,0,0,.9980678165950512,,,,,,
20840,20,840,1968,.013286,.0035359999,4,10,6,0,1,10,5,8169,22,0,0,0,0,0,23,.78979909,0,5,1,0,23,0,0,0,.994570346214722,,,,,,
20850,20,850,1968,.013286,.013033,4,10,0,0,7,10,-7,9730,19,0,0,0,0,0,20,.5048064,0,-7,1,0,20,0,0,0,.995146826681116,,,,,,
20900,20,900,1968,.013286,.0078210002,4,10,10,0,0,10,10,10019,48,0,0,0,0,0,49,.62945944,0,10,1,0,49,0,0,0,.991266896587041,,,,,,
20920,20,920,1968,.013286,.000711,4,10,10,0,0,10,10,9009,48,0,0,0,0,0,49,.94920337,0,10,1,0,49,0,0,0,.991266896587041,,,,,,
40041,40,41,1968,.0028820001,.000352,4,0,0,7,9,-7,-9,722,34,0,0,0,0,0,47,.89115644,0,-9,1,0,47,0,0,0,.991505010997567,,,,,,
40042,40,42,1968,.0028820001,.00053999998,4,0,1,7,4,-7,-3,868,44,0,0,0,0,0,9,.84219754,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
40051,40,51,1968,.0028820001,.00019000001,4,0,10,7,0,-7,10,506,6,0,0,0,0,0,7,.93815106,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
40052,40,52,1968,.0028820001,.000174,4,0,8,7,0,-7,8,1624,6,0,0,0,0,0,7,.94306284,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
40053,40,53,1968,.0028820001,.000016,4,0,,7,,-7,,1645,2,0,0,0,0,0,3,.99447894,0,,1,0,3,0,0,0,,,,,,,
40070,40,70,1968,.0028820001,.0086589996,4,0,0,7,6,-7,-6,1111,59,0,0,0,0,0,65,.75028157,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40090,40,90,1968,.0028820001,.00052100001,4,0,4,7,1,-7,3,794,59,0,0,0,0,0,65,.84689981,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40091,40,91,1968,.0028820001,.00025000001,4,0,1,7,2,-7,-1,701,59,0,0,0,0,0,65,.92017877,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40092,40,92,1968,.0028820001,.00031100001,4,0,3,7,3,-7,0,791,59,0,0,0,0,0,65,.90259945,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40093,40,93,1968,.0028820001,.00023600001,4,0,0,7,8,-7,-8,802,59,0,0,0,0,0,65,.92431045,0,-8,1,0,65,0,0,0,.989454683905124,,,,,,
40094,40,94,1968,.0028820001,.00016,4,0,10,7,0,-7,10,920,48,0,0,0,0,0,49,.94740301,0,-7,1,0,49,0,0,0,.991266896587041,,,,,,
40095,40,95,1968,.0028820001,.00021899999,4,0,0,7,7,-7,-7,998,48,0,0,0,0,0,49,.92937762,0,-7,1,0,49,0,0,0,.991266896587041,,,,,,
40100,40,100,1968,.0028820001,.003605,4,0,7,7,0,-7,7,1396,59,0,0,0,0,0,65,.55572683,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40101,40,101,1968,.0028820001,.002808,4,0,7,7,1,-7,6,1343,59,0,1,1,4,2940,1,.50650263,0,-7,1,1,1,0,1,1,.8567008674144745,.1432991325855255,,.14329913,,,
40110,40,110,1968,.0028820001,.000058000001,4,0,4,7,3,-7,1,1966,2,0,0,0,0,0,3,.98027211,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
40130,40,130,1968,.0028820001,.00074799999,4,0,4,7,3,-7,1,1636,59,0,0,0,0,0,65,.79393941,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40135,40,135,1968,.0028820001,.0022219999,4,0,0,7,7,-7,-7,2460,59,0,0,0,0,0,65,.56465518,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40140,40,140,1968,.0028820001,.014456,4,0,0,7,9,-7,-9,3560,59,0,0,0,0,0,65,.83377552,0,-9,1,0,65,0,0,0,.989454683905124,,,,,,
40145,40,145,1968,.0028820001,.00058499997,4,0,0,7,4,-7,-4,2905,59,0,0,0,0,0,65,.83126622,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40150,40,150,1968,.0028820001,.00030099999,4,0,0,7,8,-7,-8,3734,59,0,0,0,0,0,65,.90543514,0,-8,1,0,65,0,0,0,.989454683905124,,,,,,
40155,40,155,1968,.0028820001,.0024369999,4,0,6,7,0,-7,6,3989,59,0,0,0,0,0,65,.5418312,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40160,40,160,1968,.0028820001,.0066749998,4,0,0,7,9,-7,-9,4291,59,0,0,0,0,0,65,.69844091,0,-9,1,0,65,0,0,0,.989454683905124,,,,,,
40165,40,165,1968,.0028820001,.00062000001,4,0,8,7,0,-7,8,4365,59,0,0,0,0,0,65,.82295829,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40200,40,200,1968,.0028820001,.031808998,4,0,10,7,0,-7,10,4660,59,0,0,0,0,0,65,.9169237,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40205,40,205,1968,.0028820001,.00060000003,4,0,10,7,0,-7,10,4389,46,0,0,0,0,0,47,.82768524,0,-7,1,0,47,0,0,0,.991505010997567,,,,,,
40210,40,210,1968,.0028820001,.0062429998,4,0,10,7,0,-7,10,4859,23,0,0,0,0,0,61,.68416435,0,-7,1,0,61,0,0,0,.9899805960010563,,,,,,
40211,40,211,1968,.0028820001,.0071789999,4,0,10,7,0,-7,10,4858,23,0,0,0,0,0,61,.71354735,0,-7,1,0,61,0,0,0,.9899805960010563,,,,,,
40212,40,212,1968,.0028820001,.0016749999,4,0,10,7,0,-7,10,4955,24,0,0,0,0,0,46,.63243365,0,-7,1,0,46,0,0,0,.9916560221671965,,,,,,
40220,40,220,1968,.0028820001,.024962001,4,0,6,7,1,-7,5,4800,24,0,0,0,0,0,64,.89649475,0,-7,1,0,64,0,0,0,.989547251499462,,,,,,
40225,40,225,1968,.0028820001,.0017199999,4,0,10,7,0,-7,10,5064,59,0,0,0,0,0,65,.62624949,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40230,40,230,1968,.0028820001,.0096779997,4,0,0,7,7,-7,-7,4628,59,0,0,0,0,0,65,.77054137,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40235,40,235,1968,.0028820001,.0026110001,4,0,0,7,9,-7,-9,4363,59,0,0,0,0,0,65,.52466774,0,-9,1,0,65,0,0,0,.989454683905124,,,,,,
40260,40,260,1968,.0028820001,.035746001,4,0,10,7,0,-7,10,4977,13,0,0,0,0,0,14,.9253909,0,-7,1,0,14,0,0,0,.9959794609137577,,,,,,
40265,40,265,1968,.0028820001,.0088710003,4,0,0,7,9,-7,-9,5053,14,0,0,0,0,0,15,.75478601,0,-9,1,0,15,0,0,0,.9958884908456452,,,,,,
40290,40,290,1968,.0028820001,.014085,4,0,0,7,7,-7,-7,5505,23,0,0,0,0,0,45,.83014089,0,-7,1,0,45,0,0,0,.9917291880935604,,,,,,
40305,40,305,1968,.0028820001,.003207,4,0,10,7,0,-7,10,5427,13,0,0,0,0,0,34,.52668744,0,-7,1,0,34,0,0,0,.9930839568480035,,,,,,
40310,40,310,1968,.0028820001,.0042409999,4,0,0,7,7,-7,-7,5562,49,0,0,0,0,0,50,.59539521,0,-7,1,0,50,0,0,0,.9912391973953577,,,,,,
40315,40,315,1968,.0028820001,.010217,4,0,,7,,-7,,5300,23,0,0,0,0,0,46,.77998322,0,,1,0,46,0,0,0,,,,,,,
40325,40,325,1968,.0028820001,.020675,4,0,10,7,0,-7,10,5408,59,0,0,0,0,0,64,.87765843,0,-7,1,0,64,0,0,0,.989547251499462,,,,,,
40338,40,338,1968,.0028820001,.000037999998,4,0,,7,,-7,,5663,4,0,0,0,0,0,5,.98698628,0,,1,0,5,0,0,0,,,,,,,
40339,40,339,1968,.0028820001,.00062800001,4,0,0,7,9,-7,-9,5773,24,0,0,0,0,0,51,.82108265,0,-9,1,0,51,0,0,0,.991210581909919,,,,,,
40345,40,345,1968,.0028820001,.0050670002,4,0,0,7,7,-7,-7,5701,24,0,0,0,0,0,63,.63743865,0,-7,1,0,63,0,0,0,.9897702072324179,,,,,,
40350,40,350,1968,.0028820001,.0026,4,0,0,7,7,-7,-7,6063,24,0,0,0,0,0,63,.52572054,0,-7,1,0,63,0,0,0,.9897702072324179,,,,,,
40352,40,352,1968,.0028820001,.000062999999,4,0,7,7,0,-7,7,6622,8,0,0,0,0,0,9,.97860783,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
40355,40,355,1968,.0028820001,.0034640001,4,0,0,7,7,-7,-7,5893,59,0,0,0,0,0,60,.54585564,0,-7,1,0,60,0,0,0,.9901406996285514,,,,,,
40360,40,360,1968,.0028820001,.006945,4,0,0,7,7,-7,-7,5959,59,0,0,0,0,0,65,.70672637,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40365,40,365,1968,.0028820001,.163422,4,0,0,7,7,-7,-7,5961,59,0,0,0,0,0,65,.98267031,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40375,40,375,1968,.0028820001,.001595,4,0,10,7,0,-7,10,5408,51,0,0,0,0,0,52,.64373463,0,-7,1,0,52,0,0,0,.991210581909919,,,,,,
40380,40,380,1968,.0028820001,.0051409998,4,0,10,7,0,-7,10,5210,59,0,0,0,0,0,65,.64078271,0,-7,1,0,65,0,0,0,.989454683905124,,,,,,
40385,40,385,1968,.0028820001,.001939,4,0,10,7,0,-7,10,4955,23,0,0,0,0,0,58,.59780127,0,-7,1,0,58,0,0,0,.9904037059666382,,,,,,
40390,40,390,1968,.0028820001,.001958,4,0,10,7,0,-7,10,5101,23,0,0,0,0,0,61,.59545457,0,-7,1,0,61,0,0,0,.9899805960010563,,,,,,
40395,40,395,1968,.0028820001,.000036000001,4,0,10,7,0,-7,10,3910,24,0,0,0,0,0,25,.98766279,0,-7,1,0,25,0,0,0,.9942975248311444,,,,,,
40411,40,411,1968,.0028820001,.000015,4,0,,7,,-7,,6196,0,0,0,0,0,0,1,.9948222,0,,1,0,1,0,0,0,,,,,,,
40420,40,420,1968,.0028820001,.000021,4,0,10,7,0,-7,10,4338,3,0,0,0,0,0,4,.99276608,0,-7,1,0,4,0,0,0,.9980678165950512,,,,,,
40432,40,432,1968,.0028820001,.00033400001,4,0,0,7,7,-7,-7,4901,8,0,0,0,0,0,9,.89614427,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
40433,40,433,1968,.0028820001,.00043300001,4,0,0,7,7,-7,-7,4257,8,0,0,0,0,0,9,.86938161,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
40434,40,434,1968,.0028820001,.000182,4,0,0,7,7,-7,-7,5731,8,0,0,0,0,0,9,.94060051,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
40435,40,435,1968,.0028820001,.000073000003,4,0,0,7,7,-7,-7,4278,8,0,0,0,0,0,9,.97529608,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
40436,40,436,1968,.0028820001,.000193,4,0,0,7,7,-7,-7,5516,8,0,0,0,0,0,9,.93723577,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
40437,40,437,1968,.0028820001,.000379,4,0,0,7,9,-7,-9,5220,8,0,0,0,0,0,9,.88377798,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
40438,40,438,1968,.0028820001,.00030300001,4,0,0,7,9,-7,-9,4615,10,0,0,0,0,0,11,.90486658,0,-9,1,0,11,0,0,0,.9964305812357573,,,,,,
